"minute_ts","concurrent_sessions"
1784808240,1
1784808300,1
1784808360,1
1784808420,1
1784808480,1
1784808540,1
1784808600,1
1784808660,1
1784808720,1
1784808780,1
1784808840,1
1784808900,1
1784808960,1
1784809020,1
1784809080,1
1784809140,1
1784809200,1
1784809260,1
1784809320,1
1784809380,1
1784809440,1
1784809500,1
1784809560,1
1784809620,1
1784809680,1
1784809740,1
1784809800,2
1784809860,2
1784809920,2
1784809980,2
1784810040,2
1784810400,1
1784810460,1
1784810640,1
1784813220,1
1784813280,1
1784813340,1
1784813400,1
1784813460,1
1784813520,1
1784813580,1
1784813640,1
1784813700,1
1784813760,1
1784813820,1
1784813880,1
1784813940,1
1784814000,1
1784814060,2
1784814120,2
1784814180,3
1784814240,3
1784814300,2
1784814360,1
1784814420,1
1784814480,1
1784814540,1
1784814600,3
1784814660,3
1784814720,3
1784814780,2
1784814840,2
1784814900,2
1784814960,2
1784815020,3
1784815080,3
1784815140,4
1784815200,4
1784815260,3
1784815320,4
1784815380,4
1784815440,4
1784815500,4
1784815560,4
1784815620,3
1784815680,3
1784815740,2
1784815800,3
1784815860,2
1784815920,2
1784815980,2
1784816040,2
1784816100,2
1784816160,2
1784816220,2
1784816280,2
1784816340,1
1784816400,1
1784816460,1
1784816520,1
1784816580,1
1784816640,1
1784816700,1
1784816760,1
1784816820,1
1784816880,2
1784816940,2
1784817000,2
1784817060,2
1784817120,2
1784817180,2
1784817240,2
1784817300,1
1784817360,1
1784817420,1
1784817480,1
1784818500,1
1784818560,1
1784818620,1
1784818680,1
1784818740,1
1784818800,1
1784818860,1
1784818920,1
1784818980,2
1784819040,1
1784819100,2
1784819160,2
1784819220,2
1784819280,2
1784819340,2
1784819400,2
1784819460,2
1784819520,2
1784819580,2
1784819640,3
1784819700,3
1784819760,3
1784819820,2
1784819880,3
1784819940,3
1784820000,3
1784820060,3
1784820120,3
1784820180,1
1784820240,1
1784820300,2
1784820360,2
1784820420,2
1784820480,2
1784820540,2
1784820600,2
1784820660,2
1784820720,2
1784820780,3
1784820840,2
1784820900,2
1784820960,2
1784821020,2
1784821080,3
1784821140,3
1784821200,4
1784821260,4
1784821320,4
1784821380,2
1784821440,4
1784821500,4
1784821560,4
1784821620,4
1784821680,4
1784821740,4
1784821800,4
1784821860,3
1784821920,3
1784821980,4
1784822040,4
1784822100,5
1784822160,5
1784822220,5
1784822280,5
1784822340,5
1784822400,5
1784822460,5
1784822520,6
1784822580,6
1784822640,6
1784822700,5
1784822760,5
1784822820,7
1784822880,7
1784822940,6
1784823000,6
1784823060,4
1784823120,4
1784823180,4
1784823240,4
1784823300,4
1784823360,5
1784823420,5
1784823480,5
1784823540,6
1784823600,6
1784823660,5
1784823720,6
1784823780,6
1784823840,6
1784823900,6
1784823960,6
1784824020,5
1784824080,5
1784824140,5
1784824200,4
1784824260,4
1784824320,4
1784824380,4
1784824440,4
1784824500,4
1784824560,4
1784824620,4
1784824680,4
1784824740,4
1784824800,4
1784824860,4
1784824920,4
1784824980,4
1784825040,4
1784825100,4
1784825160,3
1784825220,4
1784825280,4
1784825340,5
1784825400,7
1784825460,6
1784825520,6
1784825580,6
1784825640,6
1784825700,6
1784825760,5
1784825820,5
1784825880,5
1784825940,5
1784826000,5
1784826060,5
1784826120,5
1784826180,4
1784826240,3
1784826300,2
1784826360,3
1784826420,3
1784826480,2
1784826540,2
1784826600,2
1784826660,2
1784826720,2
1784826780,2
1784826840,2
1784826900,3
1784826960,3
1784827020,3
1784827080,3
1784827140,3
1784827200,3
1784827260,3
1784827320,3
1784827380,4
1784827440,4
1784827500,3
1784827560,2
1784827620,2
1784827680,3
1784827740,3
1784827800,3
1784827860,3
1784827920,3
1784827980,3
1784828040,3
1784828100,3
1784828160,4
1784828220,4
1784828280,2
1784828340,2
1784828400,2
1784828460,2
1784828520,2
1784828580,2
1784828640,2
1784828700,2
1784828760,2
1784828820,2
1784828880,2
1784828940,2
1784829000,2
1784829060,1
1784829120,1
1784829180,1
1784829240,1
1784829720,1
1784829780,1
1784829840,1
1784829900,1
1784829960,1
1784830020,1
1784830080,1
1784830140,1
1784830200,1
1784830260,1
1784830320,1
1784830380,2
1784830440,1
1784830500,1
1784830560,1
1784830620,1
1784830680,1
1784830740,1
1784830800,1
1784830980,1
1784831040,1
1784831100,1
1784831160,1
1784831220,1
1784831280,1
1784831340,1
1784831400,1
1784831460,1
1784831520,1
1784831580,1
1784831640,2
1784831700,2
1784831760,2
1784831820,1
1784831880,1
1784831940,1
1784832000,1
1784832060,1
1784832120,1
1784832180,1
1784832240,1
1784832300,1
1784832360,1
1784832420,1
1784832480,1
1784832540,1
1784832600,1
1784832660,1
1784832720,1
1784832780,1
1784832840,1
1784832900,1
1784832960,1
1784833020,1
1784833080,1
1784833140,1
1784833200,1
1784833260,1
1784833320,1
1784833380,1
1784833440,1
1784833560,1
1784833620,1
1784833680,1
1784833740,1
1784833800,1
1784833860,1
1784833920,1
1784833980,1
1784834040,1
1784834100,1
1784834160,1
1784834220,1
1784837700,1
1784837760,1
1784837820,1
1784837880,1
1784845800,1
1784845920,1
1784859960,1
1784860020,1
1784860080,2
1784860140,2
1784860200,2
1784860260,2
1784860320,3
1784860380,2
1784860440,2
1784860500,3
1784860560,2
1784860620,2
1784860680,2
1784860740,2
1784860800,2
1784860860,2
1784860920,2
1784860980,3
1784861040,2
1784861100,2
1784861160,2
1784861220,2
1784861280,2
1784861340,2
1784861400,2
1784861460,2
1784861520,2
1784861580,2
1784861640,2
1784861700,2
1784861760,2
1784861820,2
1784861880,2
1784861940,2
1784862000,2
1784862060,2
1784862120,1
1784862180,1
1784862240,1
1784862300,1
1784862360,1
1784862420,1
1784862480,1
1784862540,1
1784862600,1
1784863560,1
1784863620,1
1784864160,1
1784864220,1
1784864280,1
1784864460,1
1784864520,1
1784864580,1
1784864640,1
1784864700,1
1784864760,1
1784864820,1
1784864880,1
1784864940,1
1784865000,1
1784865060,1
1784865120,1
1784865180,1
1784865240,1
1784865300,1
1784865360,1
1784865420,1
1784865480,1
1784865540,1
1784865600,1
1784865660,2
1784865720,2
1784865780,2
1784865840,3
1784865900,3
1784865960,3
1784866020,3
1784866080,3
1784866140,3
1784866200,3
1784866260,3
1784866320,3
1784866380,3
1784866440,2
1784866500,2
1784866560,2
1784866620,2
1784866680,2
1784866740,2
1784866800,2
1784866860,2
1784866920,2
1784866980,2
1784867040,1
1784867100,1
1784867160,1
1784867220,1
1784867280,1
1784867340,1
1784867400,1
1784867460,1
1784867520,1
1784867580,1
1784867640,1
1784867700,1
1784867760,1
1784869380,1
1784869440,1
1784869500,1
1784869560,1
1784869620,1
1784869680,1
1784869740,1
1784869800,1
1784869860,1
1784869920,1
1784869980,1
1784870040,1
1784870280,1
1784870340,1
1784870400,1
1784870460,1
1784870520,1
1784870580,1
1784870640,1
1784870700,1
1784870760,1
1784870820,1
1784870880,1
1784870940,1
1784871000,1
1784871060,1
1784871120,1
1784871180,1
1784871240,1
1784871300,1
1784871360,1
1784871420,1
1784871480,1
1784871540,1
1784871600,1
1784871660,1
1784871720,1
1784871780,1
1784871840,1
1784871900,1
1784871960,1
1784872380,1
1784872440,1
1784872500,1
1784872560,1
1784872620,1
1784872860,1
1784872920,1
1784872980,1
1784873040,1
1784873100,1
1784873160,1
1784873220,1
1784873280,1
1784873340,1
1784873400,1
1784873460,1
1784873520,1
1784873580,1
1784873640,1
1784873700,1
1784873760,1
1784873820,1
1784873880,3
1784873940,2
1784874000,2
1784874060,2
1784874120,2
1784874180,3
1784874240,2
1784874300,3
1784874360,2
1784874420,2
1784874480,2
1784874540,2
1784874600,1
1784874660,1
1784874720,2
1784874780,2
1784874840,2
1784874900,2
1784874960,2
1784875020,2
1784875080,2
1784875140,2
1784875200,1
1784875260,1
1784875320,1
1784876580,1
1784876640,1
1784876700,1
1784876940,1
1784877000,1
1784877060,1
1784877120,1
1784877180,1
1784877240,1
1784877300,1
1784877360,1
1784877420,1
1784877480,1
1784880060,1
1784880120,2
1784880180,1
1784880240,1
1784880300,1
1784880360,1
1784880420,1
1784880480,1
1784880540,1
1784880600,1
1784880660,1
1784880720,1
1784880780,1
1784880840,1
1784880900,2
1784880960,2
1784881020,2
1784881080,2
1784881140,2
1784881200,2
1784881260,2
1784881320,2
1784881380,2
1784881440,2
1784881500,2
1784881560,2
1784881620,2
1784881680,2
1784881740,2
1784881800,2
1784881860,2
1784881920,1
1784881980,1
1784882040,1
1784882100,1
1784882160,1
1784882220,1
1784882280,1
1784882340,1
1784882400,1
1784882460,1
1784882520,1
1784882580,2
1784882640,1
1784882700,1
1784882760,1
1784882820,1
1784882880,1
1784882940,2
1784883000,2
1784883060,2
1784883120,2
1784883180,2
1784883240,2
1784883300,2
1784883360,1
1784888280,1
1784888340,1
1784888400,1
1784888460,1
1784888520,1
1784888640,1
1784888700,1
1784888760,1
1784888820,1
1784888880,1
1784888940,1
1784889000,1
1784889060,1
1784889120,1
1784889180,1
1784889600,1
1784889660,2
1784889720,2
1784889780,2
1784889840,2
1784889900,1
1784889960,1
1784890020,2
1784890080,3
1784890140,3
1784890200,2
1784890260,2
1784890320,2
1784890380,2
1784890440,2
1784890500,2
1784890560,4
1784890620,4
1784890680,4
1784890740,4
1784890800,4
1784890860,4
1784890920,5
1784890980,4
1784891040,4
1784891100,4
1784891160,5
1784891220,5
1784891280,4
1784891340,4
1784891400,5
1784891460,5
1784891520,5
1784891580,6
1784891640,6
1784891700,5
1784891760,5
1784891820,6
1784891880,6
1784891940,6
1784892000,5
1784892060,5
1784892120,5
1784892180,4
1784892240,3
1784892300,3
1784892360,3
1784892420,3
1784892480,3
1784892540,3
1784892600,3
1784892660,2
1784892720,2
1784892780,3
1784892840,3
1784892900,3
1784892960,3
1784893020,2
1784893080,2
1784893140,2
1784893200,2
1784893260,2
1784893320,3
1784893380,4
1784893440,4
1784893500,4
1784893560,4
1784893620,4
1784893680,4
1784893740,4
1784893800,4
1784893860,4
1784893920,4
1784893980,4
1784894040,4
1784894100,4
1784894160,3
1784894220,3
1784894280,5
1784894340,4
1784894400,4
1784894460,3
1784894520,3
1784894580,3
1784894640,3
1784894700,3
1784894760,1
1784894820,2
1784894880,2
1784894940,4
1784895000,3
1784895060,3
1784895120,3
1784895180,2
1784895240,2
1784895300,2
1784895360,1
1784895420,1
1784895480,1
1784895540,1
1784895600,1
1784895660,1
1784895720,1
1784895780,1
1784895840,1
1784895900,1
1784896980,1
1784897040,1
1784897100,1
1784897160,1
1784897220,2
1784897280,1
1784897340,1
1784897400,1
1784897460,1
1784897520,1
1784897580,1
1784897640,1
1784897700,1
1784897760,1
1784897820,1
1784897880,1
1784898600,1
1784898660,1
1784898720,1
1784898780,3
1784898840,3
1784898900,3
1784898960,2
1784899020,1
1784899080,1
1784899140,1
1784899260,2
1784899320,2
1784899380,2
1784899440,2
1784899500,3
1784899560,3
1784899620,2
1784899680,2
1784899740,2
1784899800,2
1784899860,2
1784899920,2
1784899980,2
1784900040,2
1784900100,2
1784900160,1
1784900220,1
1784900280,1
1784900340,1
1784900400,1
1784900460,2
1784900520,1
1784900580,1
1784900820,1
1784900880,1
1784900940,1
1784901000,1
1784901060,1
1784901120,1
1784901180,1
1784901240,1
1784901300,2
1784901360,2
1784901420,1
1784901480,1
1784901540,1
1784901600,1
1784901660,1
1784901720,1
1784901780,1
1784901840,1
1784901900,1
1784901960,1
1784902020,2
1784902080,2
1784902140,2
1784902200,3
1784902260,2
1784902320,2
1784902380,2
1784902440,1
1784902500,1
1784902560,1
1784902620,2
1784902680,1
1784902740,1
1784902800,1
1784903100,1
1784903160,1
1784903220,1
1784903280,1
1784903340,1
1784903400,1
1784904180,2
1784904240,1
1784904300,1
1784904360,1
1784904420,1
1784904480,1
1784904540,1
1784904600,1
1784904660,1
1784904720,2
1784904780,3
1784904840,3
1784904900,2
1784904960,2
1784905020,2
1784905080,2
1784905140,2
1784905200,2
1784905260,2
1784905320,1
1784905380,2
1784905440,1
1784905500,2
1784905560,2
1784905620,4
1784905680,3
1784905740,4
1784905800,3
1784905860,3
1784905920,3
1784905980,3
1784906040,2
1784906100,2
1784906160,2
1784906220,2
1784906280,2
1784906340,2
1784906400,2
1784906460,3
1784906520,1
1784906580,1
1784906640,1
1784906700,1
1784906760,1
1784906820,1
1784906880,1
1784906940,2
1784907000,2
1784907060,2
1784907120,2
1784907180,3
1784907240,3
1784907300,3
1784907360,3
1784907420,2
1784907480,2
1784907540,4
1784907600,3
1784907660,3
1784907720,2
1784907780,3
1784907840,3
1784907900,3
1784907960,4
1784908020,4
1784908080,4
1784908140,6
1784908200,6
1784908260,6
1784908320,8
1784908380,7
1784908440,7
1784908500,7
1784908560,8
1784908620,7
1784908680,7
1784908740,7
1784908800,7
1784908860,6
1784908920,6
1784908980,5
1784909040,5
1784909100,5
1784909160,5
1784909220,5
1784909280,4
1784909340,4
1784909400,4
1784909460,5
1784909520,5
1784909580,3
1784909640,3
1784909700,4
1784909760,4
1784909820,4
1784909880,4
1784909940,5
1784910000,4
1784910060,4
1784910120,4
1784910180,4
1784910240,3
1784910300,3
1784910360,3
1784910420,4
1784910480,4
1784910540,4
1784910600,4
1784910660,3
1784910720,2
1784910780,2
1784910840,2
1784910900,2
1784910960,2
1784911020,2
1784911080,1
1784911140,1
1784911200,1
1784911260,1
1784911320,1
1784911380,1
1784911440,1
1784911500,1
1784911560,1
1784911620,1
1784911680,1
1784911740,1
1784911800,2
1784911860,2
1784911920,2
1784911980,2
1784912040,2
1784912100,2
1784912160,2
1784912220,2
1784912280,2
1784912340,2
1784912400,3
1784912460,3
1784912520,3
1784912580,3
1784912640,3
1784912700,3
1784912760,3
1784912820,3
1784912880,1
1784912940,1
1784913000,1
1784913060,2
1784913120,2
1784913180,2
1784913240,2
1784913300,2
1784913360,2
1784913420,1
1784913480,1
1784913540,1
1784913600,1
1784913660,1
1784913720,2
1784913780,2
1784913840,2
1784913900,2
1784913960,2
1784914020,2
1784914080,2
1784914140,2
1784914200,2
1784914260,2
1784914320,2
1784914380,2
1784914440,2
1784914500,2
1784914560,3
1784914620,3
1784914680,3
1784914740,5
1784914800,4
1784914860,4
1784914920,4
1784914980,4
1784915040,4
1784915100,4
1784915160,4
1784915220,4
1784915280,4
1784915340,4
1784915400,3
1784915460,3
1784915520,3
1784915580,3
1784915640,3
1784915700,3
1784915760,3
1784915820,3
1784915880,3
1784915940,3
1784916000,2
1784916060,2
1784916120,2
1784916180,2
1784916240,3
1784916300,3
1784916360,2
1784916420,2
1784916480,1
1784916540,1
1784916600,1
1784916660,1
1784916720,2
1784916780,2
1784916840,2
1784916900,1
1784916960,1
1784917020,1
1784917080,1
1784917140,1
1784917200,2
1784917260,1
1784917320,1
1784917380,1
1784920920,1
1784920980,1
1784921040,1
1784921100,1
1784921160,1
1784921220,1
1784921280,1
1784921340,1
1784921400,1
1784921460,2
1784921520,2
1784921580,2
1784921640,2
1784921700,2
1784921760,2
1784921820,2
1784921880,2
1784921940,2
1784922000,2
1784922060,2
1784922120,2
1784922180,2
1784922240,2
1784922300,2
1784922360,1
1784922420,1
1784922480,1
1784922540,1
1784922600,1
1784922660,1
1784922720,1
1784922780,1
1784922840,1
1784922900,1
1784922960,1
1784923020,1
1784923080,1
1784923140,1
1784923200,1
1784923260,1
1784923320,1
1784923380,1
1784923440,1
1784923500,1
1784923560,1
1784923620,1
1784923680,1
1784923740,1
1784923800,1
1784923860,1
1784923920,1
1784923980,1
1784924040,1
1784924100,1
1784924160,1
1784924220,1
1784924280,1
1784924340,1
1784926740,1
1784926800,1
1784926860,1
1784926920,1
1784926980,1
1784927040,1
1784927100,1
1784927160,1
1784927220,1
1784927280,1
1784927340,1
1784927400,1
1784927460,1
1784927520,1
1784927580,1
1784927640,1
1784927700,1
1784927760,1
1784927820,1
1784927880,1
1784927940,1
1784928000,1
1784928060,1
1784928120,1
1784928180,1
1784928240,1
1784928300,1
1784928360,1
1784928420,1
1784928480,1
1784928540,1
1784928600,1
1784928660,1
1784928720,1
1784928780,1
1784928840,1
1784928900,1
1784928960,1
1784929020,1
1784929080,1
1784929140,1
1784929200,1
1784929260,1
1784929320,1
1784929380,1
1784929440,1
1784929500,1
1784929560,1
1784929620,1
1784929680,1
1784929740,1
1784929800,1
1784929860,1
1784929920,1
1784929980,1
1784930040,1
1784930100,1
1784930160,1
1784930220,1
1784930280,1
1784930340,1
1784930400,1
1784930460,1
1784930520,1
1784930580,1
1784930640,1
1784930700,1
1784930760,1
1784930820,1
1784930880,1
1784930940,1
1784931000,1
1784931060,1
1784931120,1
1784931180,1
1784931240,1
1784931300,1
1784931360,1
1784931420,1
1784931480,1
1784931540,1
1784931600,1
1784931660,1
1784931720,1
1784931780,1
1784931840,1
1784931900,1
1784931960,1
1784932020,1
1784932080,1
1784932140,1
1784932200,1
1784932260,1
1784932320,1
1784932380,1
1784932440,1
1784932500,1
1784932560,1
1784932620,1
1784932680,1
1784932740,1
1784932800,1
1784932860,1
1784932920,1
1784932980,1
1784933040,1
1784933100,1
1784933160,1
1784933220,1
