geo_device_id,region,country,device_model,os_version
gd_00047,NAM,US,Galaxy A54,Android 12
gd_00048,LATAM,BR,iPhone 13,iOS 17.5
gd_00049,NAM,CA,iPhone 13,iOS 17.2
gd_00050,NAM,CA,Pixel 7,Android 12
gd_00051,NAM,CA,Galaxy S23,Android 14
gd_00052,APAC,JP,Galaxy S23,Android 12
gd_00053,NAM,CA,Pixel 8,Android 12
gd_00054,LATAM,AR,Redmi Note 12,Android 12
gd_00055,LATAM,MX,Pixel 8,Android 14
gd_00056,APAC,IN,Pixel 8,Android 12
gd_00057,NAM,US,Pixel 8,Android 15
gd_00058,NAM,US,iPhone 14,iOS 17.2
gd_00059,NAM,US,Redmi Note 12,Android 13
gd_00060,NAM,US,iPhone 13,iOS 18.1
gd_00061,APAC,IN,iPhone 14,iOS 17.5
gd_00062,LATAM,AR,iPhone 13,iOS 18.1
gd_00063,EU,UK,iPhone 14,iOS 16.4
gd_00064,NAM,US,Galaxy A54,Android 14
gd_00065,NAM,US,iPhone 15,iOS 17.2
gd_00066,MEA,NG,Galaxy A54,Android 14
gd_00067,NAM,CA,iPhone 13,iOS 17.5
gd_00068,APAC,PH,iPhone 13,iOS 17.2
gd_00069,APAC,ID,iPhone 13,iOS 16.4
gd_00070,LATAM,BR,Pixel 8,Android 14
gd_00071,NAM,CA,Galaxy S23,Android 15
gd_00072,MEA,AE,iPhone 15,iOS 18.1
gd_00073,APAC,JP,Pixel 8,Android 12
gd_00074,APAC,JP,Galaxy A54,Android 13
gd_00075,NAM,CA,Galaxy A54,Android 15
gd_00076,LATAM,AR,Galaxy S23,Android 13
gd_00077,NAM,US,Galaxy A54,Android 15
gd_00078,LATAM,AR,Pixel 8,Android 13
gd_00079,EU,FR,iPhone 13,iOS 16.4
gd_00080,EU,DE,iPhone 15,iOS 18.1
gd_00081,APAC,PH,iPhone 14,iOS 18.1
gd_00082,NAM,CA,iPhone 13,iOS 18.1
gd_00083,EU,FR,Galaxy S23,Android 12
gd_00084,EU,DE,iPhone 14,iOS 17.5
gd_00085,NAM,CA,iPhone 14,iOS 17.2
gd_00086,APAC,IN,Redmi Note 12,Android 15
gd_00087,NAM,US,iPhone 14,iOS 18.1
gd_00088,NAM,US,iPhone 13,iOS 17.2
gd_00089,EU,UK,Redmi Note 12,Android 15
gd_00090,EU,ES,Pixel 8,Android 15
gd_00091,NAM,US,Galaxy S23,Android 14
gd_00092,LATAM,AR,iPhone 14,iOS 16.4
gd_00093,APAC,IN,iPhone 13,iOS 18.1
gd_00094,NAM,US,Pixel 8,Android 14
gd_00095,NAM,US,Redmi Note 12,Android 14
gd_00096,APAC,ID,iPhone 14,iOS 18.1
gd_00097,EU,ES,Pixel 8,Android 15
gd_00098,APAC,ID,iPhone 13,iOS 16.4
gd_00099,APAC,IN,iPhone 15,iOS 18.1
gd_00100,NAM,US,Redmi Note 12,Android 14
gd_00101,APAC,JP,iPhone 15,iOS 16.4
gd_00102,LATAM,MX,Galaxy S23,Android 15
gd_00103,LATAM,AR,iPhone 14,iOS 17.2
gd_00104,NAM,US,iPhone 13,iOS 16.4
gd_00105,APAC,PH,iPhone 15,iOS 17.5
gd_00106,NAM,US,iPhone 14,iOS 17.5
gd_00107,NAM,CA,iPhone 13,iOS 17.5
gd_00108,EU,ES,Pixel 8,Android 15
gd_00109,NAM,CA,iPhone 13,iOS 17.2
gd_00110,NAM,CA,iPhone 15,iOS 16.4
gd_00111,APAC,JP,iPhone 13,iOS 17.2
gd_00112,APAC,ID,iPhone 14,iOS 17.5
gd_00113,NAM,US,Galaxy S23,Android 15
gd_00114,LATAM,MX,Redmi Note 12,Android 14
gd_00115,APAC,JP,iPhone 15,iOS 18.1
gd_00116,EU,DE,Pixel 8,Android 14
gd_00117,NAM,US,iPhone 15,iOS 17.5
gd_00118,EU,FR,Pixel 8,Android 13
gd_00119,APAC,IN,iPhone 14,iOS 17.2
gd_00120,LATAM,MX,iPhone 13,iOS 18.1
gd_00121,APAC,PH,iPhone 14,iOS 17.5
gd_00122,APAC,IN,Pixel 8,Android 13
gd_00123,NAM,CA,iPhone 13,iOS 16.4
gd_00124,NAM,CA,Redmi Note 12,Android 13
gd_00125,NAM,CA,iPhone 13,iOS 17.5
gd_00126,NAM,US,Pixel 8,Android 15
gd_00127,EU,ES,iPhone 15,iOS 17.5
gd_00128,MEA,AE,Pixel 8,Android 12
gd_00129,NAM,CA,Redmi Note 12,Android 13
gd_00130,NAM,US,iPhone 13,iOS 17.2
gd_00131,NAM,US,iPhone 13,iOS 17.2
gd_00132,APAC,JP,iPhone 15,iOS 18.1
gd_00133,LATAM,AR,iPhone 13,iOS 16.4
gd_00134,NAM,US,Redmi Note 12,Android 13
gd_00135,APAC,JP,Galaxy A54,Android 12
gd_00136,NAM,CA,Galaxy A54,Android 13
gd_00137,EU,FR,Galaxy S23,Android 15
gd_00138,LATAM,MX,Galaxy S23,Android 15
gd_00139,EU,UK,Galaxy S23,Android 13
gd_00140,LATAM,MX,iPhone 14,iOS 18.1
gd_00141,LATAM,BR,iPhone 13,iOS 17.5
gd_00142,EU,ES,Galaxy S23,Android 13
gd_00143,LATAM,MX,Redmi Note 12,Android 15
gd_00144,NAM,US,Galaxy A54,Android 15
gd_00145,NAM,CA,iPhone 15,iOS 17.2
gd_00146,NAM,US,Pixel 7,Android 14
gd_00147,NAM,US,iPhone 14,iOS 17.5
gd_00148,APAC,PH,iPhone 13,iOS 16.4
gd_00149,NAM,CA,Pixel 8,Android 13
gd_00150,APAC,IN,Pixel 8,Android 12
gd_00151,EU,FR,iPhone 14,iOS 16.4
gd_00152,EU,DE,Redmi Note 12,Android 13
gd_00153,LATAM,MX,Pixel 8,Android 14
gd_00154,LATAM,BR,Galaxy A54,Android 15
gd_00155,LATAM,BR,Galaxy S23,Android 13
gd_00156,NAM,US,iPhone 13,iOS 17.2
gd_00157,NAM,US,Galaxy S23,Android 14
gd_00158,APAC,JP,iPhone 15,iOS 17.5
gd_00159,NAM,CA,iPhone 14,iOS 18.1
gd_00160,NAM,US,iPhone 14,iOS 16.4
gd_00161,MEA,NG,iPhone 13,iOS 16.4
gd_00162,MEA,AE,Galaxy A54,Android 13
gd_00163,NAM,CA,iPhone 14,iOS 18.1
gd_00164,NAM,CA,iPhone 15,iOS 17.5
gd_00165,APAC,JP,iPhone 14,iOS 16.4
gd_00166,NAM,US,Galaxy S23,Android 14
gd_00167,LATAM,MX,iPhone 13,iOS 17.5
gd_00168,APAC,PH,Pixel 7,Android 12
gd_00169,NAM,US,iPhone 15,iOS 16.4
gd_00170,EU,ES,iPhone 15,iOS 18.1
gd_00171,LATAM,MX,iPhone 15,iOS 17.5
gd_00172,LATAM,AR,Pixel 8,Android 12
gd_00173,EU,DE,Galaxy A54,Android 13
gd_00174,LATAM,AR,Pixel 8,Android 12
gd_00175,APAC,PH,Pixel 7,Android 13
gd_00176,NAM,CA,Galaxy S23,Android 14
gd_00177,LATAM,AR,Redmi Note 12,Android 12
gd_00178,LATAM,BR,Galaxy S23,Android 15
gd_00179,APAC,PH,Galaxy A54,Android 13
gd_00180,APAC,PH,iPhone 15,iOS 16.4
gd_00181,APAC,IN,iPhone 13,iOS 17.5
gd_00182,EU,FR,Galaxy S23,Android 15
gd_00183,NAM,CA,Redmi Note 12,Android 13
gd_00184,LATAM,AR,iPhone 13,iOS 17.5
gd_00185,EU,FR,iPhone 14,iOS 16.4
gd_00186,LATAM,BR,iPhone 15,iOS 17.5
gd_00187,EU,FR,iPhone 15,iOS 17.2
gd_00188,MEA,AE,Pixel 8,Android 12
gd_00189,NAM,CA,iPhone 13,iOS 17.5
gd_00190,APAC,ID,Pixel 8,Android 13
gd_00191,NAM,US,iPhone 14,iOS 17.5
gd_00192,NAM,CA,Redmi Note 12,Android 13
gd_00193,NAM,CA,iPhone 14,iOS 17.2
gd_00194,NAM,US,iPhone 15,iOS 17.2
gd_00195,EU,UK,Redmi Note 12,Android 14
gd_00196,NAM,US,iPhone 15,iOS 17.5
gd_00197,NAM,US,Pixel 7,Android 12
gd_00198,LATAM,BR,iPhone 13,iOS 18.1
gd_00199,APAC,IN,iPhone 15,iOS 18.1
gd_00200,NAM,US,Pixel 7,Android 14
gd_00201,APAC,JP,Redmi Note 12,Android 15
gd_00202,MEA,AE,Pixel 8,Android 13
gd_00203,NAM,US,Pixel 7,Android 12
gd_00204,APAC,PH,iPhone 15,iOS 17.5
gd_00205,MEA,AE,iPhone 13,iOS 17.2
gd_00206,APAC,JP,iPhone 14,iOS 18.1
gd_00207,EU,UK,iPhone 14,iOS 17.2
gd_00208,NAM,US,iPhone 13,iOS 18.1
gd_00209,NAM,CA,iPhone 15,iOS 18.1
gd_00210,LATAM,MX,Galaxy A54,Android 13
gd_00211,NAM,US,Galaxy A54,Android 14
gd_00212,EU,ES,Redmi Note 12,Android 13
gd_00213,APAC,ID,iPhone 13,iOS 17.2
gd_00214,LATAM,BR,Galaxy S23,Android 14
gd_00215,EU,FR,Redmi Note 12,Android 15
gd_00216,NAM,CA,iPhone 13,iOS 17.2
gd_00217,APAC,IN,Pixel 7,Android 14
gd_00218,LATAM,MX,Pixel 7,Android 12
gd_00219,NAM,CA,iPhone 13,iOS 16.4
gd_00220,EU,ES,iPhone 13,iOS 16.4
gd_00221,APAC,PH,Pixel 8,Android 14
gd_00222,EU,DE,Pixel 8,Android 13
gd_00223,APAC,JP,iPhone 14,iOS 17.5
gd_00224,NAM,CA,Galaxy S23,Android 15
gd_00225,EU,UK,Pixel 7,Android 12
gd_00226,LATAM,AR,Pixel 7,Android 14
gd_00227,EU,UK,Redmi Note 12,Android 13
gd_00228,EU,FR,iPhone 15,iOS 18.1
gd_00229,MEA,ZA,Pixel 7,Android 15
gd_00230,EU,ES,Galaxy S23,Android 12
gd_00231,EU,UK,Galaxy A54,Android 14
gd_00232,NAM,CA,Redmi Note 12,Android 13
gd_00233,APAC,JP,iPhone 14,iOS 18.1
gd_00234,APAC,IN,Galaxy S23,Android 13
gd_00235,APAC,ID,Redmi Note 12,Android 15
gd_00236,MEA,ZA,iPhone 14,iOS 17.2
gd_00237,LATAM,BR,Redmi Note 12,Android 12
gd_00238,NAM,CA,Galaxy A54,Android 15
gd_00239,MEA,ZA,Galaxy A54,Android 15
gd_00240,EU,DE,Galaxy S23,Android 13
gd_00241,APAC,ID,iPhone 14,iOS 17.2
gd_00242,EU,FR,Redmi Note 12,Android 14
gd_00243,EU,UK,Galaxy A54,Android 15
gd_00244,MEA,NG,iPhone 14,iOS 18.1
gd_00245,LATAM,AR,iPhone 15,iOS 17.2
gd_00246,APAC,IN,Galaxy A54,Android 13
gd_00247,LATAM,AR,Redmi Note 12,Android 13
gd_00248,NAM,CA,iPhone 13,iOS 16.4
gd_00249,NAM,CA,iPhone 14,iOS 18.1
gd_00250,EU,ES,Galaxy A54,Android 15
gd_00251,APAC,ID,Pixel 7,Android 13
gd_00252,LATAM,MX,Pixel 8,Android 14
gd_00253,NAM,US,Redmi Note 12,Android 15
gd_00254,EU,FR,Galaxy S23,Android 15
gd_00255,APAC,JP,Pixel 8,Android 14
gd_00256,APAC,IN,iPhone 15,iOS 17.5
gd_00257,LATAM,MX,iPhone 14,iOS 16.4
gd_00258,MEA,ZA,Pixel 8,Android 15
gd_00259,NAM,US,Galaxy A54,Android 15
gd_00260,APAC,ID,Pixel 7,Android 15
gd_00261,EU,DE,Galaxy A54,Android 15
gd_00262,APAC,ID,iPhone 13,iOS 17.2
gd_00263,EU,ES,Galaxy A54,Android 15
gd_00264,NAM,US,iPhone 14,iOS 17.5
gd_00265,NAM,US,iPhone 14,iOS 18.1
gd_00266,NAM,CA,Redmi Note 12,Android 15
gd_00267,EU,FR,iPhone 13,iOS 17.5
gd_00268,LATAM,AR,iPhone 15,iOS 16.4
gd_00269,APAC,IN,iPhone 15,iOS 18.1
gd_00270,LATAM,BR,iPhone 13,iOS 16.4
gd_00271,APAC,IN,iPhone 15,iOS 17.2
gd_00272,APAC,PH,Galaxy S23,Android 12
gd_00273,NAM,US,Pixel 8,Android 14
gd_00274,EU,UK,Pixel 8,Android 12
gd_00275,APAC,PH,Redmi Note 12,Android 13
gd_00276,APAC,IN,Galaxy A54,Android 13
gd_00277,NAM,CA,iPhone 13,iOS 17.5
gd_00278,LATAM,MX,iPhone 14,iOS 18.1
gd_00279,EU,UK,iPhone 13,iOS 17.2
gd_00280,MEA,NG,iPhone 13,iOS 17.2
gd_00281,APAC,JP,iPhone 13,iOS 16.4
gd_00282,APAC,PH,iPhone 14,iOS 16.4
gd_00283,EU,DE,iPhone 13,iOS 18.1
gd_00284,EU,UK,iPhone 14,iOS 18.1
gd_00285,LATAM,MX,iPhone 14,iOS 16.4
gd_00286,APAC,ID,Pixel 8,Android 12
gd_00287,LATAM,BR,Redmi Note 12,Android 13
gd_00288,APAC,PH,Redmi Note 12,Android 14
gd_00289,NAM,US,Pixel 8,Android 15
gd_00290,NAM,US,iPhone 13,iOS 17.2
gd_00291,NAM,US,iPhone 14,iOS 18.1
gd_00292,EU,FR,iPhone 14,iOS 16.4
gd_00293,APAC,ID,iPhone 13,iOS 16.4
gd_00294,APAC,JP,Galaxy A54,Android 13
gd_00295,NAM,CA,iPhone 14,iOS 17.5
gd_00296,NAM,CA,iPhone 13,iOS 17.2
gd_00297,APAC,IN,iPhone 13,iOS 16.4
gd_00298,NAM,CA,Galaxy S23,Android 14
gd_00299,EU,DE,iPhone 13,iOS 18.1
gd_00300,EU,DE,iPhone 13,iOS 17.2
gd_00301,LATAM,MX,iPhone 15,iOS 16.4
gd_00302,NAM,US,Galaxy A54,Android 15
gd_00303,APAC,ID,Galaxy S23,Android 13
gd_00304,EU,UK,Redmi Note 12,Android 14
gd_00305,APAC,IN,Galaxy A54,Android 15
gd_00306,EU,ES,iPhone 14,iOS 16.4
gd_00307,NAM,CA,iPhone 15,iOS 16.4
gd_00308,APAC,ID,Galaxy A54,Android 14
gd_00309,LATAM,AR,Redmi Note 12,Android 13
gd_00310,NAM,US,Galaxy A54,Android 14
gd_00311,LATAM,AR,iPhone 15,iOS 17.5
gd_00312,EU,ES,iPhone 14,iOS 18.1
gd_00313,NAM,CA,Pixel 8,Android 12
gd_00314,EU,DE,Pixel 8,Android 13
gd_00315,NAM,CA,Pixel 7,Android 15
gd_00316,APAC,IN,iPhone 13,iOS 17.5
gd_00317,APAC,JP,Pixel 8,Android 14
gd_00318,EU,FR,iPhone 14,iOS 18.1
gd_00319,LATAM,AR,iPhone 14,iOS 18.1
gd_00320,APAC,PH,Redmi Note 12,Android 14
gd_00321,APAC,JP,Pixel 7,Android 12
gd_00322,NAM,CA,Pixel 7,Android 13
gd_00323,NAM,US,iPhone 14,iOS 17.2
gd_00324,NAM,US,Redmi Note 12,Android 14
gd_00325,MEA,AE,iPhone 13,iOS 17.5
gd_00326,MEA,AE,iPhone 13,iOS 17.5
gd_00327,EU,UK,Pixel 7,Android 14
gd_00328,APAC,JP,Pixel 8,Android 13
gd_00329,LATAM,MX,iPhone 13,iOS 18.1
gd_00330,EU,FR,Galaxy S23,Android 14
gd_00331,EU,DE,iPhone 15,iOS 16.4
gd_00332,MEA,NG,iPhone 15,iOS 18.1
gd_00333,APAC,JP,iPhone 14,iOS 18.1
gd_00334,APAC,JP,Galaxy A54,Android 14
gd_00335,NAM,CA,iPhone 13,iOS 17.2
gd_00336,NAM,US,Galaxy S23,Android 14
gd_00337,EU,FR,iPhone 15,iOS 18.1
gd_00338,NAM,US,iPhone 13,iOS 18.1
gd_00339,APAC,ID,iPhone 15,iOS 17.2
gd_00340,APAC,PH,Redmi Note 12,Android 12
gd_00341,APAC,PH,Pixel 8,Android 14
gd_00342,APAC,IN,Pixel 7,Android 14
gd_00343,EU,FR,Pixel 7,Android 15
gd_00344,NAM,CA,iPhone 14,iOS 17.5
gd_00345,APAC,PH,iPhone 15,iOS 16.4
gd_00346,APAC,JP,iPhone 15,iOS 17.2
gd_00347,NAM,CA,Pixel 7,Android 15
gd_00348,LATAM,AR,Pixel 7,Android 12
gd_00349,MEA,ZA,Redmi Note 12,Android 13
gd_00350,MEA,AE,iPhone 15,iOS 17.2
gd_00351,APAC,IN,Pixel 8,Android 15
gd_00352,APAC,IN,iPhone 14,iOS 17.5
gd_00353,NAM,US,Galaxy S23,Android 12
gd_00354,EU,FR,iPhone 14,iOS 17.2
gd_00355,APAC,ID,Redmi Note 12,Android 15
gd_00356,APAC,ID,Pixel 8,Android 13
gd_00357,NAM,CA,Pixel 8,Android 13
gd_00358,APAC,JP,iPhone 15,iOS 17.5
gd_00359,APAC,PH,iPhone 15,iOS 17.5
gd_00360,NAM,CA,iPhone 15,iOS 16.4
gd_00361,LATAM,AR,iPhone 14,iOS 17.2
gd_00362,EU,ES,Galaxy S23,Android 15
gd_00363,MEA,ZA,Pixel 7,Android 15
gd_00364,LATAM,BR,Pixel 7,Android 12
gd_00365,APAC,ID,iPhone 14,iOS 18.1
gd_00366,EU,UK,Pixel 7,Android 15
gd_00367,APAC,JP,iPhone 13,iOS 17.5
gd_00368,EU,FR,iPhone 15,iOS 17.5
gd_00369,APAC,PH,Pixel 7,Android 12
gd_00370,APAC,IN,iPhone 13,iOS 17.5
gd_00371,APAC,ID,iPhone 14,iOS 17.2
gd_00372,APAC,PH,Redmi Note 12,Android 12
gd_00373,APAC,PH,iPhone 14,iOS 18.1
gd_00374,APAC,JP,Redmi Note 12,Android 13
gd_00375,NAM,US,iPhone 15,iOS 16.4
gd_00376,APAC,PH,iPhone 15,iOS 16.4
gd_00377,APAC,JP,Pixel 8,Android 15
gd_00378,NAM,CA,Galaxy A54,Android 15
gd_00379,LATAM,AR,iPhone 15,iOS 17.5
gd_00380,EU,UK,Redmi Note 12,Android 12
gd_00381,APAC,JP,Pixel 7,Android 12
gd_00382,NAM,US,Pixel 7,Android 13
gd_00383,NAM,US,iPhone 14,iOS 16.4
gd_00384,APAC,ID,iPhone 14,iOS 16.4
gd_00385,LATAM,AR,iPhone 13,iOS 16.4
gd_00386,NAM,CA,Galaxy A54,Android 12
gd_00387,LATAM,MX,iPhone 14,iOS 18.1
gd_00388,APAC,IN,iPhone 15,iOS 16.4
gd_00389,NAM,US,Galaxy A54,Android 14
gd_00390,MEA,AE,iPhone 15,iOS 16.4
gd_00391,EU,ES,Pixel 8,Android 12
gd_00392,MEA,NG,iPhone 15,iOS 17.2
gd_00393,NAM,US,iPhone 15,iOS 16.4
gd_00394,MEA,ZA,Redmi Note 12,Android 14
gd_00395,MEA,AE,Galaxy S23,Android 15
gd_00396,EU,FR,Redmi Note 12,Android 15
gd_00397,LATAM,MX,Galaxy S23,Android 13
gd_00398,EU,DE,iPhone 15,iOS 17.5
gd_00399,MEA,AE,Galaxy S23,Android 13
gd_00400,APAC,ID,iPhone 14,iOS 18.1
gd_00401,APAC,PH,Galaxy S23,Android 15
gd_00402,APAC,JP,iPhone 15,iOS 18.1
gd_00403,NAM,US,Pixel 7,Android 14
gd_00404,LATAM,BR,Pixel 7,Android 12
gd_00405,APAC,JP,Galaxy S23,Android 13
gd_00406,MEA,NG,Galaxy A54,Android 12
gd_00407,APAC,ID,Pixel 7,Android 12
gd_00408,EU,UK,iPhone 15,iOS 18.1
gd_00409,APAC,IN,Galaxy A54,Android 15
gd_00410,APAC,IN,Redmi Note 12,Android 13
gd_00411,APAC,JP,iPhone 15,iOS 17.5
gd_00412,LATAM,BR,iPhone 13,iOS 16.4
gd_00413,EU,UK,Galaxy S23,Android 13
gd_00414,MEA,NG,iPhone 13,iOS 18.1
gd_00415,APAC,IN,Redmi Note 12,Android 15
gd_00416,APAC,JP,iPhone 15,iOS 17.2
gd_00417,EU,ES,iPhone 13,iOS 16.4
gd_00418,EU,UK,iPhone 14,iOS 17.5
gd_00419,NAM,US,Pixel 7,Android 15
gd_00420,NAM,US,iPhone 13,iOS 18.1
gd_00421,EU,DE,iPhone 14,iOS 17.5
gd_00422,APAC,ID,Pixel 7,Android 13
gd_00423,NAM,CA,iPhone 15,iOS 17.5
gd_00424,APAC,IN,iPhone 13,iOS 17.2
gd_00425,APAC,ID,Pixel 8,Android 15
gd_00426,NAM,CA,Pixel 8,Android 14
gd_00427,LATAM,MX,Pixel 8,Android 12
gd_00428,EU,FR,Galaxy S23,Android 15
gd_00429,MEA,NG,Redmi Note 12,Android 14
gd_00430,MEA,ZA,iPhone 13,iOS 17.5
gd_00431,NAM,US,Galaxy S23,Android 13
gd_00432,APAC,ID,Pixel 8,Android 15
gd_00433,APAC,JP,iPhone 14,iOS 17.2
gd_00434,NAM,CA,Pixel 8,Android 14
gd_00435,NAM,US,Pixel 8,Android 14
gd_00436,EU,DE,iPhone 15,iOS 17.2
gd_00437,APAC,PH,Pixel 7,Android 14
gd_00438,APAC,JP,Galaxy A54,Android 15
gd_00439,EU,FR,iPhone 15,iOS 17.2
gd_00440,NAM,US,iPhone 14,iOS 17.5
gd_00441,NAM,CA,iPhone 13,iOS 17.2
gd_00442,LATAM,BR,Galaxy S23,Android 14
gd_00443,LATAM,MX,iPhone 13,iOS 17.2
gd_00444,NAM,CA,iPhone 14,iOS 17.2
gd_00445,LATAM,AR,Galaxy S23,Android 12
gd_00446,NAM,US,Pixel 7,Android 12
gd_00447,LATAM,MX,iPhone 13,iOS 17.2
gd_00448,LATAM,BR,Galaxy A54,Android 15
gd_00449,EU,ES,iPhone 13,iOS 17.2
gd_00450,APAC,ID,Pixel 7,Android 13
gd_00451,EU,UK,Galaxy S23,Android 12
gd_00452,NAM,CA,iPhone 14,iOS 17.5
gd_00453,APAC,ID,Galaxy A54,Android 14
gd_00454,LATAM,AR,Pixel 7,Android 14
gd_00455,EU,ES,iPhone 13,iOS 17.5
gd_00456,APAC,IN,Pixel 7,Android 15
gd_00457,MEA,ZA,iPhone 13,iOS 18.1
gd_00458,LATAM,BR,iPhone 15,iOS 17.5
gd_00459,LATAM,BR,iPhone 13,iOS 18.1
gd_00460,EU,UK,iPhone 13,iOS 17.5
gd_00461,NAM,CA,Galaxy S23,Android 15
gd_00462,EU,FR,Galaxy A54,Android 15
gd_00463,NAM,US,iPhone 13,iOS 18.1
gd_00464,EU,UK,Pixel 7,Android 12
gd_00465,APAC,ID,Pixel 8,Android 14
gd_00466,APAC,PH,Galaxy A54,Android 14
gd_00467,MEA,NG,iPhone 14,iOS 17.5
gd_00468,NAM,US,Pixel 7,Android 13
gd_00469,APAC,IN,iPhone 13,iOS 16.4
gd_00470,NAM,US,iPhone 15,iOS 16.4
gd_00471,APAC,PH,iPhone 15,iOS 17.2
gd_00472,MEA,ZA,Redmi Note 12,Android 12
gd_00473,NAM,US,Pixel 7,Android 12
gd_00474,APAC,JP,iPhone 13,iOS 17.5
gd_00475,NAM,CA,Pixel 7,Android 13
gd_00476,MEA,NG,Pixel 7,Android 13
gd_00477,NAM,US,iPhone 13,iOS 18.1
gd_00478,APAC,IN,Galaxy S23,Android 13
gd_00479,MEA,AE,Pixel 8,Android 13
gd_00480,LATAM,MX,Pixel 8,Android 12
gd_00481,NAM,CA,Pixel 8,Android 14
gd_00482,APAC,ID,Pixel 8,Android 13
gd_00483,MEA,AE,iPhone 14,iOS 16.4
gd_00484,APAC,ID,Galaxy S23,Android 13
gd_00485,EU,FR,iPhone 15,iOS 17.5
gd_00486,APAC,IN,iPhone 14,iOS 17.2
gd_00487,EU,UK,iPhone 13,iOS 17.2
gd_00488,APAC,PH,Pixel 8,Android 14
gd_00489,MEA,NG,iPhone 15,iOS 17.5
gd_00490,MEA,AE,Pixel 7,Android 13
gd_00491,EU,UK,Galaxy S23,Android 13
gd_00492,EU,FR,Galaxy A54,Android 13
gd_00493,APAC,ID,Redmi Note 12,Android 14
gd_00494,MEA,NG,Galaxy A54,Android 13
gd_00495,NAM,US,iPhone 14,iOS 17.2
gd_00496,MEA,AE,iPhone 15,iOS 17.2
gd_00497,MEA,AE,Redmi Note 12,Android 13
gd_00498,LATAM,BR,Pixel 7,Android 15
gd_00499,LATAM,AR,iPhone 15,iOS 17.5
gd_00500,NAM,CA,Redmi Note 12,Android 12
gd_00501,EU,UK,iPhone 13,iOS 18.1
gd_00502,NAM,US,iPhone 13,iOS 16.4
gd_00503,NAM,US,Pixel 8,Android 15
gd_00504,NAM,CA,Pixel 7,Android 12
gd_00505,EU,ES,Galaxy S23,Android 12
gd_00506,APAC,JP,iPhone 13,iOS 17.5
gd_00507,LATAM,MX,Galaxy S23,Android 15
gd_00508,EU,UK,iPhone 13,iOS 16.4
gd_00509,APAC,ID,Galaxy S23,Android 12
gd_00510,NAM,CA,Galaxy A54,Android 12
gd_00511,APAC,PH,Galaxy S23,Android 13
gd_00512,NAM,US,Galaxy A54,Android 13
gd_00513,APAC,JP,Pixel 7,Android 12
gd_00514,EU,ES,Redmi Note 12,Android 15
gd_00515,APAC,PH,Pixel 8,Android 14
gd_00516,APAC,JP,Pixel 8,Android 14
gd_00517,NAM,US,iPhone 15,iOS 17.2
gd_00518,MEA,NG,iPhone 15,iOS 16.4
gd_00519,APAC,IN,Galaxy A54,Android 12
gd_00520,APAC,JP,iPhone 14,iOS 18.1
gd_00521,APAC,PH,iPhone 14,iOS 18.1
gd_00522,LATAM,BR,iPhone 15,iOS 17.2
