"Timestamp","service","level","Body"
"2026-08-02T04:04:54.500728000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:54.500649000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:45.674746000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:44.805757000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:42.042349000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:42.042243000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:38.590935000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:38.570085000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:38.263308000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:38.263245000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:34.011723000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:34.011671000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:33.802374000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:33.781664000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:31.907931000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:30.743594000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:27.231696000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:27.231664000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:26.921646000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:26.907118000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:26.641755000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:26.641664000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:25.564676000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:24.768426000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:23.286565000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:23.286462000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T04:04:22.439232000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:22.131235000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:21.876310000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:04:21.788328000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:03:44.229764000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:03:22.018589000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:02:48.095496000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:02:47.781757000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T04:02:47.620899000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:43.372572000Z","pulse-concurrency-api","error","request failed"
"2026-08-02T02:23:43.372523000Z","pulse-concurrency-api","error","chart invalid start"
"2026-08-02T02:23:43.317182000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:43.317116000Z","pulse-concurrency-api","info","breakdown ok"
"2026-08-02T02:23:42.546666000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:42.546600000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T02:23:42.352195000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:42.352123000Z","pulse-concurrency-api","info","breakdown ok"
"2026-08-02T02:23:41.596120000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:41.596067000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T02:23:41.360983000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:41.360894000Z","pulse-concurrency-api","info","breakdown ok"
"2026-08-02T02:23:40.155934000Z","pulse-concurrency-api","info","request ok"
"2026-08-02T02:23:40.155878000Z","pulse-concurrency-api","info","chart ok"
"2026-08-02T02:23:35.997302000Z","pulse-concurrency-api","info","request ok"
