"Timestamp","service","level","duration","SpanName"
"2026-08-02T04:59:42.985632000Z","pulse-concurrency-api","Ok","994","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:42.444428000Z","pulse-concurrency-api","Unset","74286","concurrency.chart"
"2026-08-02T04:59:42.444422000Z","pulse-concurrency-api","Ok","74286","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:42.443710000Z","pulse-concurrency-api","Unset","2531","concurrency.chart"
"2026-08-02T04:59:42.443690000Z","pulse-concurrency-api","Ok","2532","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:38.902164000Z","pulse-concurrency-api","Unset","2827","concurrency.chart"
"2026-08-02T04:59:38.902164000Z","pulse-concurrency-api","Unset","1450","concurrency.chart"
"2026-08-02T04:59:38.902160000Z","pulse-concurrency-api","Ok","2828","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:38.902157000Z","pulse-concurrency-api","Ok","1450","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:36.292340000Z","pulse-concurrency-api","Unset","3549","concurrency.chart"
"2026-08-02T04:59:36.292340000Z","pulse-concurrency-api","Unset","882","concurrency.chart"
"2026-08-02T04:59:36.292301000Z","pulse-concurrency-api","Ok","3549","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:36.292271000Z","pulse-concurrency-api","Ok","883","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:25.738911000Z","pulse-concurrency-api","Ok","867","http.GET /api/v1/schema/dimensions"
"2026-08-02T04:59:25.737819000Z","pulse-concurrency-api","Unset","3980","concurrency.chart"
"2026-08-02T04:59:25.737809000Z","pulse-concurrency-api","Ok","3980","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:25.737542000Z","pulse-concurrency-api","Unset","1249","concurrency.chart"
"2026-08-02T04:59:25.737536000Z","pulse-concurrency-api","Ok","1249","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:59:25.376142000Z","pulse-concurrency-api","Ok","126","http.GET /api/v1/schema/window"
"2026-08-02T04:59:25.232497000Z","pulse-concurrency-api","Ok","137","http.GET /api/v1/schema/window"
"2026-08-02T04:59:25.232497000Z","pulse-concurrency-api","Ok","504","http.GET /api/v1/schema/dimensions"
"2026-08-02T04:59:09.049507000Z","pulse-concurrency-api","Ok","4","http.GET /health"
"2026-08-02T04:06:05.248752000Z","pulse-concurrency-api","Unset","380","concurrency.chart"
"2026-08-02T04:06:05.248751000Z","pulse-concurrency-api","Unset","374","concurrency.chart"
"2026-08-02T04:06:05.248744000Z","pulse-concurrency-api","Ok","380","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:06:05.248708000Z","pulse-concurrency-api","Ok","374","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:58.180199000Z","pulse-concurrency-api","Unset","746","concurrency.chart"
"2026-08-02T04:05:58.180196000Z","pulse-concurrency-api","Ok","746","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:58.180159000Z","pulse-concurrency-api","Unset","797","concurrency.chart"
"2026-08-02T04:05:58.180153000Z","pulse-concurrency-api","Ok","798","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:54.863569000Z","pulse-concurrency-api","Unset","1158","concurrency.chart"
"2026-08-02T04:05:54.863558000Z","pulse-concurrency-api","Ok","1158","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:54.863549000Z","pulse-concurrency-api","Unset","1141","concurrency.chart"
"2026-08-02T04:05:54.863539000Z","pulse-concurrency-api","Ok","1141","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:54.314131000Z","pulse-concurrency-api","Unset","4817","concurrency.chart"
"2026-08-02T04:05:54.314126000Z","pulse-concurrency-api","Unset","2417","concurrency.chart"
"2026-08-02T04:05:54.314108000Z","pulse-concurrency-api","Ok","2417","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:54.314108000Z","pulse-concurrency-api","Ok","4817","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:53.745870000Z","pulse-concurrency-api","Unset","2309","concurrency.chart"
"2026-08-02T04:05:53.745870000Z","pulse-concurrency-api","Unset","4325","concurrency.chart"
"2026-08-02T04:05:53.745862000Z","pulse-concurrency-api","Ok","4325","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:53.745853000Z","pulse-concurrency-api","Ok","2309","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:45.532084000Z","pulse-concurrency-api","Unset","1086","concurrency.chart"
"2026-08-02T04:05:45.532061000Z","pulse-concurrency-api","Unset","794","concurrency.chart"
"2026-08-02T04:05:45.532030000Z","pulse-concurrency-api","Ok","1086","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:45.532012000Z","pulse-concurrency-api","Ok","794","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:42.120894000Z","pulse-concurrency-api","Unset","2083","concurrency.chart"
"2026-08-02T04:05:42.120859000Z","pulse-concurrency-api","Ok","2083","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:42.120847000Z","pulse-concurrency-api","Unset","1822","concurrency.chart"
"2026-08-02T04:05:42.120819000Z","pulse-concurrency-api","Ok","1822","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:39.790589000Z","pulse-concurrency-api","Unset","4411","concurrency.chart"
"2026-08-02T04:05:39.790589000Z","pulse-concurrency-api","Unset","781","concurrency.chart"
"2026-08-02T04:05:39.790579000Z","pulse-concurrency-api","Ok","781","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:39.790574000Z","pulse-concurrency-api","Ok","4411","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:35.354524000Z","pulse-concurrency-api","Unset","1571","concurrency.chart"
"2026-08-02T04:05:35.354524000Z","pulse-concurrency-api","Unset","4235","concurrency.chart"
"2026-08-02T04:05:35.354512000Z","pulse-concurrency-api","Ok","4235","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:35.354512000Z","pulse-concurrency-api","Ok","1571","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:15.823602000Z","pulse-concurrency-api","Unset","959","concurrency.chart"
"2026-08-02T04:05:15.823601000Z","pulse-concurrency-api","Unset","4273","concurrency.chart"
"2026-08-02T04:05:15.823575000Z","pulse-concurrency-api","Ok","4273","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:05:15.823573000Z","pulse-concurrency-api","Ok","960","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:57.582767000Z","pulse-concurrency-api","Unset","3903","concurrency.chart"
"2026-08-02T04:04:57.582767000Z","pulse-concurrency-api","Unset","1063","concurrency.chart"
"2026-08-02T04:04:57.582758000Z","pulse-concurrency-api","Ok","3903","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:57.582758000Z","pulse-concurrency-api","Ok","1063","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:53.305167000Z","pulse-concurrency-api","Unset","4055","concurrency.chart"
"2026-08-02T04:04:53.305167000Z","pulse-concurrency-api","Unset","1196","concurrency.chart"
"2026-08-02T04:04:53.305127000Z","pulse-concurrency-api","Ok","1196","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:53.305127000Z","pulse-concurrency-api","Ok","4055","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:41.104952000Z","pulse-concurrency-api","Unset","4575","concurrency.chart"
"2026-08-02T04:04:41.104938000Z","pulse-concurrency-api","Ok","4575","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:41.104802000Z","pulse-concurrency-api","Unset","939","concurrency.chart"
"2026-08-02T04:04:41.104781000Z","pulse-concurrency-api","Ok","939","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:37.552416000Z","pulse-concurrency-api","Unset","1040","concurrency.chart"
"2026-08-02T04:04:37.552412000Z","pulse-concurrency-api","Ok","1040","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:37.552380000Z","pulse-concurrency-api","Unset","712","concurrency.chart"
"2026-08-02T04:04:37.552369000Z","pulse-concurrency-api","Ok","712","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:32.709366000Z","pulse-concurrency-api","Unset","1093","concurrency.chart"
"2026-08-02T04:04:32.709366000Z","pulse-concurrency-api","Unset","1302","concurrency.chart"
"2026-08-02T04:04:32.709358000Z","pulse-concurrency-api","Ok","1093","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:32.709358000Z","pulse-concurrency-api","Ok","1302","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:26.768613000Z","pulse-concurrency-api","Unset","5139","concurrency.chart"
"2026-08-02T04:04:26.768610000Z","pulse-concurrency-api","Ok","5139","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:26.768585000Z","pulse-concurrency-api","Unset","463","concurrency.chart"
"2026-08-02T04:04:26.768579000Z","pulse-concurrency-api","Ok","463","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:25.893338000Z","pulse-concurrency-api","Unset","1028","concurrency.chart"
"2026-08-02T04:04:25.893338000Z","pulse-concurrency-api","Unset","748","concurrency.chart"
"2026-08-02T04:04:25.893332000Z","pulse-concurrency-api","Ok","1028","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:25.893332000Z","pulse-concurrency-api","Ok","748","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:22.146340000Z","pulse-concurrency-api","Unset","3418","concurrency.chart"
"2026-08-02T04:04:22.146337000Z","pulse-concurrency-api","Ok","3418","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:22.146185000Z","pulse-concurrency-api","Unset","1140","concurrency.chart"
"2026-08-02T04:04:22.146178000Z","pulse-concurrency-api","Ok","1140","http.POST /api/v1/concurrency/chart"
"2026-08-02T04:04:22.133221000Z","pulse-concurrency-api","Ok","306","http.GET /api/v1/schema/dimensions"
"2026-08-02T04:04:21.790404000Z","pulse-concurrency-api","Ok","86","http.GET /api/v1/schema/window"
"2026-08-02T04:04:21.694058000Z","pulse-concurrency-api","Ok","437","http.GET /api/v1/schema/dimensions"
"2026-08-02T04:04:21.693927000Z","pulse-concurrency-api","Ok","94","http.GET /api/v1/schema/window"
"2026-08-02T04:03:44.229726000Z","pulse-concurrency-api","Ok","0","http.GET /health"
"2026-08-02T04:03:21.560308000Z","pulse-concurrency-api","Ok","459","http.GET /api/v1/schema/window"
"2026-08-02T04:02:47.827772000Z","pulse-concurrency-api","Ok","268","http.GET /api/v1/schema/dimensions"
"2026-08-02T04:02:47.655558000Z","pulse-concurrency-api","Ok","126","http.GET /api/v1/schema/window"
"2026-08-02T04:02:47.620797000Z","pulse-concurrency-api","Ok","0","http.GET /health"
"2026-08-02T04:00:08.261397000Z","pulse-concurrency-api","Unset","1288","pipeline.migrate"
"2026-08-02T02:23:43.372496000Z","pulse-concurrency-api","Unset","0","concurrency.chart"
"2026-08-02T02:23:43.372484000Z","pulse-concurrency-api","Error","0","http.POST /api/v1/concurrency/chart"
"2026-08-02T02:23:42.586951000Z","pulse-concurrency-api","Unset","730","concurrency.breakdown"
"2026-08-02T02:23:42.586941000Z","pulse-concurrency-api","Ok","730","http.POST /api/v1/concurrency/breakdown"
"2026-08-02T02:23:42.403094000Z","pulse-concurrency-api","Unset","144","concurrency.chart"
"2026-08-02T02:23:42.403084000Z","pulse-concurrency-api","Ok","144","http.POST /api/v1/concurrency/chart"
"2026-08-02T02:23:41.644166000Z","pulse-concurrency-api","Unset","708","concurrency.breakdown"
"2026-08-02T02:23:41.644155000Z","pulse-concurrency-api","Ok","708","http.POST /api/v1/concurrency/breakdown"
"2026-08-02T02:23:41.407855000Z","pulse-concurrency-api","Unset","188","concurrency.chart"
"2026-08-02T02:23:41.407844000Z","pulse-concurrency-api","Ok","188","http.POST /api/v1/concurrency/chart"
"2026-08-02T02:23:40.205772000Z","pulse-concurrency-api","Unset","1155","concurrency.breakdown"
"2026-08-02T02:23:40.205760000Z","pulse-concurrency-api","Ok","1155","http.POST /api/v1/concurrency/breakdown"
"2026-08-02T02:23:39.579096000Z","pulse-concurrency-api","Unset","577","concurrency.chart"
"2026-08-02T02:23:39.579084000Z","pulse-concurrency-api","Ok","577","http.POST /api/v1/concurrency/chart"
"2026-08-02T02:23:35.997197000Z","pulse-concurrency-api","Ok","0","http.GET /health"
