app_id,category,publisher_tier
app_00221,entertainment,tier_2
app_00222,news,tier_2
app_00223,finance,tier_1
app_00224,social,tier_3
app_00225,finance,tier_2
app_00226,gaming,tier_3
app_00227,entertainment,tier_1
app_00228,news,tier_1
app_00229,gaming,tier_2
app_00230,gaming,tier_2
app_00231,entertainment,tier_2
app_00232,finance,tier_1
app_00233,news,tier_3
app_00234,finance,tier_3
app_00235,utility,tier_3
app_00236,entertainment,tier_1
app_00237,ecommerce,tier_2
app_00238,gaming,tier_2
app_00239,gaming,tier_2
app_00240,utility,tier_2
app_00241,ecommerce,tier_1
app_00242,gaming,tier_2
app_00243,entertainment,tier_2
app_00244,news,tier_2
app_00245,utility,tier_1
app_00246,news,tier_2
app_00247,entertainment,tier_2
app_00248,social,tier_2
app_00249,entertainment,tier_2
app_00250,news,tier_2
app_00251,utility,tier_3
app_00252,entertainment,tier_2
app_00253,social,tier_2
app_00254,gaming,tier_3
app_00255,ecommerce,tier_2
app_00256,utility,tier_3
app_00257,gaming,tier_3
app_00258,gaming,tier_1
app_00259,news,tier_2
app_00260,gaming,tier_2
app_00261,utility,tier_3
app_00262,social,tier_2
app_00263,gaming,tier_1
app_00264,finance,tier_2
app_00265,gaming,tier_1
app_00266,social,tier_3
app_00267,gaming,tier_2
app_00268,gaming,tier_3
app_00269,gaming,tier_3
app_00270,gaming,tier_2
app_00271,gaming,tier_2
app_00272,gaming,tier_3
app_00273,news,tier_3
app_00274,ecommerce,tier_3
app_00275,social,tier_1
app_00276,social,tier_2
app_00277,entertainment,tier_2
app_00278,utility,tier_3
app_00279,utility,tier_2
app_00280,gaming,tier_2
app_00281,gaming,tier_1
app_00282,gaming,tier_2
app_00283,social,tier_3
app_00284,news,tier_2
app_00285,entertainment,tier_1
app_00286,gaming,tier_3
app_00287,social,tier_3
app_00288,entertainment,tier_1
app_00289,gaming,tier_2
app_00290,utility,tier_3
app_00291,gaming,tier_3
app_00292,finance,tier_2
app_00293,gaming,tier_2
app_00294,utility,tier_2
app_00295,utility,tier_1
app_00296,finance,tier_3
app_00297,utility,tier_1
app_00298,ecommerce,tier_1
app_00299,news,tier_3
app_00300,ecommerce,tier_3
app_00301,gaming,tier_3
app_00302,entertainment,tier_2
app_00303,entertainment,tier_2
app_00304,utility,tier_2
app_00305,entertainment,tier_2
app_00306,social,tier_2
app_00307,news,tier_2
app_00308,social,tier_2
app_00309,gaming,tier_3
app_00310,entertainment,tier_3
app_00311,entertainment,tier_1
app_00312,gaming,tier_2
app_00313,social,tier_1
app_00314,social,tier_2
app_00315,social,tier_2
app_00316,social,tier_1
app_00317,ecommerce,tier_3
app_00318,social,tier_2
app_00319,finance,tier_3
app_00320,utility,tier_1
app_00321,entertainment,tier_1
app_00322,social,tier_2
app_00323,entertainment,tier_1
app_00324,utility,tier_2
app_00325,news,tier_3
app_00326,utility,tier_2
app_00327,entertainment,tier_1
app_00328,news,tier_2
app_00329,social,tier_2
app_00330,ecommerce,tier_2
app_00331,gaming,tier_2
app_00332,ecommerce,tier_3
app_00333,utility,tier_1
app_00334,gaming,tier_2
app_00335,news,tier_2
app_00336,gaming,tier_3
app_00337,ecommerce,tier_2
app_00338,gaming,tier_2
app_00339,finance,tier_1
app_00340,gaming,tier_1
app_00341,finance,tier_1
app_00342,utility,tier_3
app_00343,news,tier_2
app_00344,ecommerce,tier_3
app_00345,ecommerce,tier_1
app_00346,finance,tier_3
app_00347,social,tier_3
app_00348,news,tier_1
app_00349,gaming,tier_1
app_00350,news,tier_1
app_00351,gaming,tier_3
app_00352,news,tier_2
app_00353,news,tier_2
app_00354,entertainment,tier_2
app_00355,entertainment,tier_3
app_00356,ecommerce,tier_2
app_00357,ecommerce,tier_2
app_00358,entertainment,tier_3
app_00359,news,tier_1
app_00360,finance,tier_3
app_00361,gaming,tier_1
app_00362,gaming,tier_2
app_00363,gaming,tier_3
app_00364,news,tier_2
app_00365,entertainment,tier_2
app_00366,ecommerce,tier_2
app_00367,news,tier_2
app_00368,social,tier_2
app_00369,utility,tier_2
app_00370,ecommerce,tier_2
app_00371,social,tier_2
app_00372,social,tier_2
app_00373,social,tier_2
app_00374,gaming,tier_2
app_00375,gaming,tier_1
app_00376,finance,tier_3
app_00377,entertainment,tier_2
app_00378,social,tier_1
app_00379,ecommerce,tier_2
app_00380,entertainment,tier_3
app_00381,finance,tier_2
app_00382,ecommerce,tier_1
app_00383,entertainment,tier_1
app_00384,social,tier_1
app_00385,finance,tier_3
app_00386,ecommerce,tier_3
app_00387,finance,tier_1
app_00388,gaming,tier_3
app_00389,utility,tier_1
app_00390,news,tier_2
app_00391,gaming,tier_3
app_00392,news,tier_2
app_00393,ecommerce,tier_1
app_00394,gaming,tier_2
app_00395,entertainment,tier_3
app_00396,utility,tier_2
app_00397,social,tier_1
app_00398,entertainment,tier_1
app_00399,entertainment,tier_2
app_00400,social,tier_2
app_00401,utility,tier_3
app_00402,ecommerce,tier_3
app_00403,gaming,tier_3
app_00404,finance,tier_3
app_00405,utility,tier_2
app_00406,social,tier_2
app_00407,utility,tier_2
app_00408,gaming,tier_2
app_00409,finance,tier_3
app_00410,news,tier_2
app_00411,news,tier_3
app_00412,gaming,tier_2
app_00413,utility,tier_2
app_00414,gaming,tier_2
app_00415,social,tier_1
app_00416,gaming,tier_2
app_00417,ecommerce,tier_2
app_00418,gaming,tier_1
app_00419,utility,tier_3
app_00420,news,tier_1
app_00421,gaming,tier_1
app_00422,gaming,tier_3
app_00423,gaming,tier_1
app_00424,news,tier_3
app_00425,utility,tier_3
app_00426,gaming,tier_1
app_00427,utility,tier_2
app_00428,gaming,tier_2
app_00429,utility,tier_3
app_00430,finance,tier_3
app_00431,ecommerce,tier_3
app_00432,ecommerce,tier_2
app_00433,utility,tier_2
app_00434,gaming,tier_2
app_00435,gaming,tier_3
app_00436,gaming,tier_2
app_00437,entertainment,tier_2
app_00438,ecommerce,tier_2
app_00439,news,tier_3
app_00440,utility,tier_3
app_00441,gaming,tier_1
app_00442,ecommerce,tier_2
app_00443,gaming,tier_2
app_00444,social,tier_2
app_00445,ecommerce,tier_2
app_00446,finance,tier_1
app_00447,news,tier_2
app_00448,gaming,tier_2
app_00449,news,tier_2
app_00450,gaming,tier_2
app_00451,utility,tier_3
app_00452,ecommerce,tier_2
app_00453,gaming,tier_3
app_00454,gaming,tier_2
app_00455,gaming,tier_2
app_00456,finance,tier_2
app_00457,entertainment,tier_1
app_00458,ecommerce,tier_2
app_00459,news,tier_2
app_00460,news,tier_3
app_00461,gaming,tier_2
app_00462,finance,tier_1
app_00463,social,tier_2
app_00464,news,tier_2
app_00465,ecommerce,tier_3
app_00466,news,tier_3
app_00467,finance,tier_2
app_00468,gaming,tier_2
app_00469,entertainment,tier_2
app_00470,entertainment,tier_2
app_00471,entertainment,tier_3
app_00472,gaming,tier_3
app_00473,gaming,tier_2
app_00474,social,tier_2
app_00475,social,tier_1
app_00476,entertainment,tier_1
app_00477,news,tier_1
app_00478,news,tier_2
app_00479,entertainment,tier_3
app_00480,entertainment,tier_2
app_00481,gaming,tier_2
app_00482,news,tier_1
app_00483,social,tier_2
app_00484,gaming,tier_3
app_00485,entertainment,tier_2
app_00486,entertainment,tier_3
app_00487,gaming,tier_3
app_00488,news,tier_1
app_00489,news,tier_2
app_00490,ecommerce,tier_3
app_00491,news,tier_2
app_00492,news,tier_1
app_00493,social,tier_3
app_00494,ecommerce,tier_3
app_00495,entertainment,tier_2
app_00496,entertainment,tier_2
app_00497,news,tier_2
app_00498,social,tier_3
app_00499,entertainment,tier_2
app_00500,ecommerce,tier_1
app_00501,utility,tier_2
app_00502,finance,tier_3
app_00503,entertainment,tier_3
app_00504,entertainment,tier_2
app_00505,ecommerce,tier_1
app_00506,social,tier_3
app_00507,utility,tier_3
app_00508,entertainment,tier_2
app_00509,gaming,tier_2
app_00510,gaming,tier_2
app_00511,utility,tier_2
app_00512,gaming,tier_1
app_00513,social,tier_1
app_00514,social,tier_2
app_00515,gaming,tier_3
app_00516,social,tier_1
app_00517,ecommerce,tier_2
app_00518,gaming,tier_2
app_00519,utility,tier_2
app_00520,utility,tier_1
app_00521,social,tier_2
app_00522,gaming,tier_2
app_00523,news,tier_2
app_00524,gaming,tier_3
app_00525,social,tier_1
app_00526,finance,tier_3
app_00527,finance,tier_3
app_00528,ecommerce,tier_3
app_00529,social,tier_2
app_00530,ecommerce,tier_2
app_00531,ecommerce,tier_2
app_00532,social,tier_2
app_00533,news,tier_1
app_00534,gaming,tier_3
app_00535,gaming,tier_2
app_00536,entertainment,tier_3
app_00537,gaming,tier_2
app_00538,gaming,tier_1
app_00539,utility,tier_2
app_00540,finance,tier_2
app_00541,entertainment,tier_2
app_00542,utility,tier_2
app_00543,finance,tier_2
app_00544,gaming,tier_2
app_00545,entertainment,tier_2
app_00546,social,tier_3
app_00547,gaming,tier_1
app_00548,ecommerce,tier_2
app_00549,entertainment,tier_2
app_00550,entertainment,tier_2
app_00551,gaming,tier_2
app_00552,gaming,tier_2
app_00553,utility,tier_3
app_00554,gaming,tier_2
app_00555,gaming,tier_2
app_00556,social,tier_1
app_00557,entertainment,tier_2
app_00558,news,tier_2
app_00559,entertainment,tier_1
app_00560,gaming,tier_2
app_00561,social,tier_2
app_00562,utility,tier_3
app_00563,news,tier_2
app_00564,news,tier_2
app_00565,news,tier_2
app_00566,ecommerce,tier_1
app_00567,gaming,tier_1
app_00568,social,tier_2
app_00569,entertainment,tier_3
app_00570,social,tier_1
app_00571,utility,tier_2
app_00572,entertainment,tier_3
app_00573,ecommerce,tier_3
app_00574,utility,tier_2
app_00575,entertainment,tier_2
app_00576,utility,tier_2
app_00577,news,tier_3
app_00578,utility,tier_1
app_00579,social,tier_3
app_00580,entertainment,tier_1
app_00581,entertainment,tier_3
app_00582,gaming,tier_1
app_00583,social,tier_1
app_00584,utility,tier_1
app_00585,news,tier_2
app_00586,gaming,tier_2
app_00587,social,tier_1
app_00588,gaming,tier_2
app_00589,gaming,tier_2
app_00590,finance,tier_3
app_00591,entertainment,tier_3
app_00592,social,tier_2
app_00593,news,tier_1
app_00594,gaming,tier_2
app_00595,social,tier_3
app_00596,ecommerce,tier_1
app_00597,news,tier_2
app_00598,finance,tier_3
app_00599,news,tier_3
app_00600,entertainment,tier_2
app_00601,ecommerce,tier_2
app_00602,utility,tier_2
app_00603,ecommerce,tier_3
app_00604,finance,tier_1
app_00605,ecommerce,tier_1
app_00606,utility,tier_2
app_00607,gaming,tier_2
app_00608,ecommerce,tier_2
app_00609,entertainment,tier_2
app_00610,entertainment,tier_3
app_00611,news,tier_3
app_00612,finance,tier_2
app_00613,finance,tier_3
app_00614,social,tier_2
app_00615,ecommerce,tier_2
app_00616,ecommerce,tier_1
app_00617,social,tier_3
app_00618,gaming,tier_3
app_00619,gaming,tier_3
app_00620,ecommerce,tier_3
app_00621,entertainment,tier_3
app_00622,finance,tier_2
app_00623,entertainment,tier_3
app_00624,finance,tier_2
app_00625,entertainment,tier_2
app_00626,ecommerce,tier_2
app_00627,gaming,tier_2
app_00628,entertainment,tier_2
app_00629,utility,tier_2
app_00630,finance,tier_1
app_00631,utility,tier_2
app_00632,gaming,tier_3
app_00633,social,tier_2
app_00634,gaming,tier_2
app_00635,gaming,tier_2
app_00636,news,tier_2
app_00637,ecommerce,tier_2
app_00638,ecommerce,tier_3
app_00639,utility,tier_1
app_00640,ecommerce,tier_3
app_00641,utility,tier_3
app_00642,gaming,tier_2
app_00643,gaming,tier_3
app_00644,news,tier_2
app_00645,utility,tier_3
app_00646,gaming,tier_3
app_00647,entertainment,tier_3
app_00648,news,tier_2
app_00649,gaming,tier_3
app_00650,entertainment,tier_3
app_00651,utility,tier_2
app_00652,news,tier_3
app_00653,gaming,tier_3
app_00654,utility,tier_2
app_00655,social,tier_3
app_00656,utility,tier_2
app_00657,social,tier_2
app_00658,news,tier_1
app_00659,social,tier_2
app_00660,social,tier_3
app_00661,utility,tier_2
app_00662,gaming,tier_2
app_00663,gaming,tier_2
app_00664,social,tier_2
app_00665,ecommerce,tier_3
app_00666,utility,tier_3
app_00667,finance,tier_1
app_00668,social,tier_2
app_00669,entertainment,tier_2
app_00670,gaming,tier_2
app_00671,news,tier_2
app_00672,finance,tier_2
app_00673,ecommerce,tier_2
app_00674,news,tier_2
app_00675,social,tier_2
app_00676,utility,tier_2
app_00677,entertainment,tier_3
app_00678,gaming,tier_3
app_00679,social,tier_2
app_00680,gaming,tier_3
app_00681,gaming,tier_3
app_00682,gaming,tier_1
app_00683,entertainment,tier_2
app_00684,news,tier_2
app_00685,social,tier_3
app_00686,entertainment,tier_2
app_00687,finance,tier_2
app_00688,ecommerce,tier_2
app_00689,entertainment,tier_2
app_00690,social,tier_3
app_00691,utility,tier_2
app_00692,gaming,tier_3
app_00693,social,tier_3
app_00694,utility,tier_3
app_00695,entertainment,tier_1
app_00696,ecommerce,tier_3
app_00697,news,tier_1
app_00698,news,tier_2
app_00699,social,tier_3
app_00700,social,tier_2
app_00701,social,tier_2
app_00702,gaming,tier_2
app_00703,utility,tier_3
app_00704,social,tier_3
app_00705,news,tier_2
app_00706,ecommerce,tier_3
app_00707,ecommerce,tier_2
app_00708,entertainment,tier_1
app_00709,entertainment,tier_2
app_00710,finance,tier_3
app_00711,news,tier_2
app_00712,utility,tier_2
app_00713,utility,tier_1
app_00714,ecommerce,tier_3
app_00715,gaming,tier_2
app_00716,news,tier_2
app_00717,gaming,tier_3
app_00718,news,tier_1
app_00719,finance,tier_2
app_00720,entertainment,tier_2
app_00721,entertainment,tier_3
app_00722,gaming,tier_2
app_00723,finance,tier_2
app_00724,gaming,tier_1
app_00725,gaming,tier_3
app_00726,social,tier_3
app_00727,gaming,tier_1
app_00728,entertainment,tier_2
app_00729,entertainment,tier_3
app_00730,social,tier_1
app_00731,gaming,tier_2
app_00732,gaming,tier_2
app_00733,social,tier_2
app_00734,gaming,tier_2
app_00735,ecommerce,tier_2
app_00736,gaming,tier_1
app_00737,social,tier_2
app_00738,social,tier_3
app_00739,entertainment,tier_2
app_00740,gaming,tier_1
app_00741,gaming,tier_3
app_00742,utility,tier_1
app_00743,gaming,tier_3
app_00744,entertainment,tier_2
app_00745,entertainment,tier_3
app_00746,social,tier_2
app_00747,entertainment,tier_1
app_00748,ecommerce,tier_2
app_00749,utility,tier_1
app_00750,social,tier_2
app_00751,social,tier_3
app_00752,social,tier_3
app_00753,entertainment,tier_1
app_00754,ecommerce,tier_3
app_00755,gaming,tier_3
app_00756,social,tier_3
app_00757,finance,tier_2
app_00758,gaming,tier_2
app_00759,entertainment,tier_2
app_00760,ecommerce,tier_2
app_00761,gaming,tier_3
app_00762,gaming,tier_1
app_00763,gaming,tier_2
app_00764,utility,tier_1
app_00765,gaming,tier_3
app_00766,gaming,tier_2
app_00767,gaming,tier_2
app_00768,gaming,tier_3
app_00769,news,tier_3
app_00770,social,tier_1
app_00771,news,tier_3
app_00772,news,tier_3
app_00773,utility,tier_1
app_00774,gaming,tier_3
app_00775,utility,tier_2
app_00776,news,tier_2
app_00777,gaming,tier_2
app_00778,ecommerce,tier_2
app_00779,utility,tier_1
app_00780,social,tier_1
app_00781,utility,tier_1
app_00782,entertainment,tier_2
app_00783,news,tier_2
app_00784,finance,tier_2
app_00785,social,tier_2
app_00786,utility,tier_2
app_00787,social,tier_2
app_00788,ecommerce,tier_3
app_00789,news,tier_2
app_00790,gaming,tier_3
app_00791,entertainment,tier_1
app_00792,social,tier_3
app_00793,gaming,tier_3
app_00794,gaming,tier_3
app_00795,social,tier_2
app_00796,gaming,tier_2
app_00797,gaming,tier_2
app_00798,ecommerce,tier_2
app_00799,ecommerce,tier_3
app_00800,ecommerce,tier_3
app_00801,social,tier_2
app_00802,utility,tier_1
app_00803,news,tier_2
app_00804,gaming,tier_1
app_00805,gaming,tier_2
app_00806,ecommerce,tier_2
app_00807,gaming,tier_3
app_00808,entertainment,tier_1
app_00809,finance,tier_1
app_00810,gaming,tier_1
app_00811,gaming,tier_3
app_00812,finance,tier_2
app_00813,news,tier_1
app_00814,gaming,tier_1
app_00815,utility,tier_2
app_00816,utility,tier_2
app_00817,entertainment,tier_2
app_00818,news,tier_2
app_00819,social,tier_3
app_00820,gaming,tier_2
app_00821,news,tier_2
app_00822,social,tier_1
app_00823,news,tier_3
app_00824,utility,tier_3
app_00825,gaming,tier_3
app_00826,news,tier_2
app_00827,gaming,tier_2
app_00828,utility,tier_3
app_00829,social,tier_3
app_00830,news,tier_2
app_00831,entertainment,tier_2
app_00832,social,tier_2
app_00833,news,tier_3
app_00834,ecommerce,tier_2
app_00835,news,tier_2
app_00836,ecommerce,tier_2
app_00837,finance,tier_2
app_00838,entertainment,tier_2
app_00839,entertainment,tier_1
app_00840,gaming,tier_3
app_00841,ecommerce,tier_2
app_00842,entertainment,tier_2
app_00843,entertainment,tier_2
app_00844,gaming,tier_2
app_00845,utility,tier_2
app_00846,social,tier_2
app_00847,ecommerce,tier_1
app_00848,gaming,tier_3
app_00849,finance,tier_2
app_00850,gaming,tier_2
app_00851,gaming,tier_2
app_00852,utility,tier_3
app_00853,utility,tier_2
app_00854,gaming,tier_3
app_00855,entertainment,tier_3
app_00856,ecommerce,tier_2
app_00857,utility,tier_2
app_00858,social,tier_3
app_00859,entertainment,tier_2
app_00860,ecommerce,tier_2
app_00861,ecommerce,tier_2
app_00862,ecommerce,tier_2
app_00863,news,tier_1
app_00864,gaming,tier_2
app_00865,utility,tier_1
app_00866,utility,tier_2
app_00867,ecommerce,tier_2
app_00868,gaming,tier_3
app_00869,gaming,tier_1
app_00870,ecommerce,tier_2
app_00871,gaming,tier_2
app_00872,finance,tier_1
app_00873,social,tier_2
app_00874,ecommerce,tier_1
app_00875,utility,tier_2
app_00876,social,tier_2
app_00877,social,tier_2
app_00878,news,tier_2
app_00879,news,tier_1
app_00880,entertainment,tier_1
app_00881,news,tier_1
app_00882,finance,tier_2
app_00883,entertainment,tier_2
app_00884,gaming,tier_2
app_00885,social,tier_2
app_00886,social,tier_1
app_00887,gaming,tier_3
app_00888,gaming,tier_1
app_00889,ecommerce,tier_1
app_00890,social,tier_1
app_00891,finance,tier_3
app_00892,social,tier_2
app_00893,gaming,tier_2
app_00894,ecommerce,tier_3
app_00895,utility,tier_1
app_00896,social,tier_3
app_00897,gaming,tier_2
app_00898,gaming,tier_2
app_00899,entertainment,tier_2
app_00900,entertainment,tier_2
app_00901,social,tier_3
app_00902,gaming,tier_1
app_00903,entertainment,tier_3
app_00904,finance,tier_2
app_00905,news,tier_2
app_00906,entertainment,tier_3
app_00907,gaming,tier_1
app_00908,social,tier_3
app_00909,social,tier_2
app_00910,ecommerce,tier_3
app_00911,utility,tier_1
app_00912,utility,tier_2
app_00913,finance,tier_2
app_00914,finance,tier_2
app_00915,finance,tier_1
app_00916,gaming,tier_2
app_00917,gaming,tier_3
app_00918,social,tier_1
app_00919,entertainment,tier_3
app_00920,gaming,tier_3
app_00921,utility,tier_1
app_00922,news,tier_1
app_00923,entertainment,tier_2
app_00924,gaming,tier_1
app_00925,social,tier_2
app_00926,gaming,tier_2
app_00927,utility,tier_2
app_00928,news,tier_2
app_00929,ecommerce,tier_2
app_00930,social,tier_2
app_00931,social,tier_2
app_00932,entertainment,tier_2
app_00933,ecommerce,tier_3
app_00934,ecommerce,tier_2
app_00935,gaming,tier_2
app_00936,finance,tier_2
app_00937,gaming,tier_1
app_00938,utility,tier_2
app_00939,gaming,tier_1
app_00940,social,tier_3
app_00941,utility,tier_2
app_00942,gaming,tier_3
app_00943,entertainment,tier_1
app_00944,entertainment,tier_2
app_00945,social,tier_2
app_00946,ecommerce,tier_2
app_00947,utility,tier_3
app_00948,utility,tier_3
app_00949,social,tier_3
app_00950,entertainment,tier_1
app_00951,social,tier_3
app_00952,social,tier_1
app_00953,gaming,tier_3
app_00954,finance,tier_2
app_00955,utility,tier_2
app_00956,ecommerce,tier_1
app_00957,entertainment,tier_1
app_00958,entertainment,tier_2
app_00959,entertainment,tier_3
app_00960,entertainment,tier_3
app_00961,entertainment,tier_3
app_00962,gaming,tier_1
app_00963,gaming,tier_2
app_00964,finance,tier_2
app_00965,entertainment,tier_2
app_00966,finance,tier_2
app_00967,gaming,tier_2
app_00968,entertainment,tier_2
app_00969,gaming,tier_1
app_00970,social,tier_2
app_00971,gaming,tier_2
app_00972,gaming,tier_1
app_00973,utility,tier_3
app_00974,social,tier_2
app_00975,news,tier_3
app_00976,entertainment,tier_2
app_00977,entertainment,tier_3
app_00978,entertainment,tier_3
app_00979,gaming,tier_3
app_00980,finance,tier_2
app_00981,utility,tier_2
app_00982,ecommerce,tier_1
app_00983,entertainment,tier_2
app_00984,gaming,tier_1
app_00985,finance,tier_2
app_00986,social,tier_1
app_00987,gaming,tier_2
app_00988,social,tier_1
app_00989,ecommerce,tier_2
app_00990,news,tier_3
app_00991,ecommerce,tier_3
app_00992,ecommerce,tier_2
app_00993,gaming,tier_2
app_00994,finance,tier_2
app_00995,entertainment,tier_2
app_00996,news,tier_2
app_00997,gaming,tier_2
app_00998,finance,tier_3
app_00999,social,tier_1
app_01000,gaming,tier_3
app_01001,entertainment,tier_2
app_01002,gaming,tier_2
app_01003,gaming,tier_3
app_01004,news,tier_1
app_01005,social,tier_3
app_01006,finance,tier_2
app_01007,social,tier_1
app_01008,ecommerce,tier_1
app_01009,entertainment,tier_3
app_01010,news,tier_2
app_01011,news,tier_3
app_01012,entertainment,tier_3
app_01013,finance,tier_2
app_01014,social,tier_2
app_01015,gaming,tier_3
app_01016,news,tier_3
app_01017,utility,tier_1
app_01018,gaming,tier_2
app_01019,entertainment,tier_2
app_01020,utility,tier_2
app_01021,ecommerce,tier_3
